,home_team,away_team,date,league,season,home_score,away_score,home_xg,away_xg,datetime,home_standings,away_standings,home_points,away_points,home_points_last_4_matches,away_points_last_4_matches,home_points_last_2_home_matches,away_points_last_2_away_matches,home_goals_last_4_matches,away_goals_last_4_matches,home_goals_last_2_home_matches,away_goals_last_2_away_matches,home_goals_against_last_4_matches,away_goals_against_last_4_matches,home_goals_against_last_2_home_matches,away_goals_against_last_2_away_matches,home_mean_xg_last_4_matches,away_mean_xg_last_4_matches,home_mean_xg_last_2_home_matches,away_mean_xg_last_2_away_matches,home_mean_xg_against_last_4_matches,away_mean_xg_against_last_4_matches,home_mean_xg_against_last_2_home_matches,away_mean_xg_against_last_2_away_matches
13881,Torino,Atalanta,January 29 2017,Serie A,2016/2017,1,1,0.74,1.03,2017-01-29,9,6,30,38,5.0,9.0,4.0,3.0,3.0,8.0,3.0,5.0,4.0,4.0,2.0,3.0,1.6875,2.3875,2.04,2.215,1.4875000000000003,0.9924999999999998,2.1,1.3849999999999998
10569,Toulouse,Saint-Etienne,January 29 2017,Ligue 1,2016/2017,0,3,0.68,3.16,2017-01-29,10,8,26,30,1.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,4.0,2.0,3.0,0.7249999999999999,0.89,0.7150000000000001,0.42,1.1975000000000002,1.1875,0.565,1.76
13887,Udinese,AC Milan,January 29 2017,Serie A,2016/2017,2,1,1.89,1.11,2017-01-29,15,7,25,37,1.0,5.0,0.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0,1.0025,1.6050000000000002,1.29,2.22,1.2,1.3025,1.83,1.6150000000000002
7132,Las Palmas,Valencia,January 30 2017,La liga,2016/2017,3,1,0.86,0.98,2017-01-30,11,15,25,19,4.0,7.0,4.0,4.0,2.0,9.0,2.0,5.0,7.0,7.0,1.0,3.0,0.9874999999999999,1.59,1.5099999999999998,1.46,1.465,1.6575,0.525,1.505
3734,Arsenal,Watford,January 31 2017,EPL,2016/2017,1,2,1.08,0.92,2017-01-31,2,14,47,24,10.0,2.0,6.0,1.0,11.0,3.0,4.0,2.0,4.0,8.0,1.0,4.0,1.7449999999999999,0.925,1.7650000000000001,0.8,0.8925000000000001,1.6,0.76,1.5
3735,Bournemouth,Crystal Palace,January 31 2017,EPL,2016/2017,0,2,0.32,1.61,2017-01-31,13,18,26,16,5.0,0.0,2.0,0.0,9.0,1.0,5.0,0.0,8.0,8.0,5.0,5.0,1.645,0.5175000000000001,1.355,0.64,0.9825,1.3824999999999998,1.1099999999999999,1.6949999999999998
3736,Burnley,Leicester,January 31 2017,EPL,2016/2017,1,0,1.83,0.78,2017-01-31,14,15,26,21,6.0,4.0,6.0,1.0,7.0,1.0,5.0,0.0,5.0,6.0,1.0,3.0,1.28,0.6775,1.59,0.71,0.9775,1.3800000000000001,0.715,1.6
3740,Liverpool,Chelsea,January 31 2017,EPL,2016/2017,1,1,1.2,1.07,2017-01-31,4,1,45,55,5.0,9.0,3.0,3.0,6.0,9.0,3.0,3.0,6.0,4.0,3.0,2.0,1.3225,1.2675,0.75,0.825,1.2225,0.59,0.9750000000000001,0.595
3737,Middlesbrough,West Bromwich Albion,January 31 2017,EPL,2016/2017,1,1,1.18,1.25,2017-01-31,16,8,20,32,2.0,9.0,1.0,3.0,2.0,7.0,1.0,2.0,5.0,6.0,3.0,5.0,0.6575,0.7625,0.83,0.42000000000000004,1.63,1.1125,1.57,1.51
3738,Sunderland,Tottenham,January 31 2017,EPL,2016/2017,0,0,0.23,0.68,2017-01-31,20,3,15,46,1.0,10.0,1.0,4.0,4.0,12.0,3.0,6.0,11.0,3.0,5.0,3.0,0.99,1.9625,1.525,2.0949999999999998,1.9025000000000003,1.2175,1.78,1.895
3739,Swansea,Southampton,January 31 2017,EPL,2016/2017,2,1,0.76,0.91,2017-01-31,18,12,18,27,6.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,10.0,6.0,7.0,4.0,0.95,1.21,0.505,0.985,1.5825,1.105,2.38,1.405
3742,Manchester United,Hull,February 01 2017,EPL,2016/2017,0,0,1.48,0.4,2017-02-01,6,20,41,16,8.0,4.0,4.0,0.0,6.0,6.0,3.0,1.0,3.0,8.0,2.0,5.0,1.74,0.8350000000000001,1.7850000000000001,0.65,0.8125000000000001,1.265,1.05,1.175
13889,Pescara,Fiorentina,February 01 2017,Serie A,2016/2017,1,2,0.43,0.73,2017-02-01,20,8,6,34,1.0,8.0,0.0,3.0,3.0,11.0,1.0,4.0,10.0,7.0,6.0,3.0,1.255,1.2574999999999998,1.1600000000000001,1.435,2.065,2.025,2.185,1.69
3743,Stoke,Everton,February 01 2017,EPL,2016/2017,1,1,1.74,0.87,2017-02-01,10,7,28,36,7.0,10.0,4.0,4.0,8.0,10.0,3.0,3.0,6.0,2.0,1.0,2.0,1.0725,1.2875,1.1,1.115,1.335,0.7225,1.125,0.655
3741,West Ham,Manchester City,February 01 2017,EPL,2016/2017,0,4,0.49,2.66,2017-02-01,11,5,28,43,6.0,4.0,3.0,0.0,6.0,4.0,3.0,0.0,4.0,8.0,2.0,5.0,1.69,1.0174999999999998,1.26,0.45999999999999996,1.195,0.6475,1.355,0.415
774,Hamburger SV,Bayer Leverkusen,February 03 2017,Bundesliga,2016/2017,1,0,1.1,0.26,2017-02-03,17,9,13,24,3.0,4.0,6.0,4.0,4.0,7.0,3.0,2.0,8.0,7.0,1.0,1.0,1.135,1.4425000000000001,1.685,1.3399999999999999,1.0924999999999998,1.525,0.695,0.71
10572,Metz,Marseille,February 03 2017,Ligue 1,2016/2017,1,0,0.53,0.41,2017-02-03,17,6,23,33,5.0,6.0,4.0,3.0,5.0,9.0,4.0,3.0,4.0,9.0,2.0,4.0,0.88,1.895,1.185,1.22,1.57,1.8449999999999998,1.385,2.17
7136,Atletico Madrid,Leganes,February 04 2017,La liga,2016/2017,2,0,1.87,0.73,2017-02-04,4,17,36,18,8.0,2.0,6.0,1.0,5.0,2.0,2.0,2.0,2.0,6.0,0.0,4.0,0.715,0.7700000000000001,0.87,0.4,0.7525000000000001,0.8949999999999999,0.475,1.2149999999999999
7133,Barcelona,Athletic Club,February 04 2017,La liga,2016/2017,3,0,1.55,0.73,2017-02-04,2,7,42,32,8.0,6.0,6.0,1.0,11.0,4.0,9.0,0.0,2.0,3.0,1.0,1.0,2.1475,1.0425,3.45,0.44000000000000006,0.705,1.0025,0.43999999999999995,1.145
777,Bayern Munich,Schalke 04,February 04 2017,Bundesliga,2016/2017,1,1,1.21,0.93,2017-02-04,1,11,45,21,12.0,4.0,6.0,0.0,8.0,3.0,8.0,2.0,2.0,4.0,0.0,4.0,1.8499999999999999,1.01,3.55,0.7849999999999999,0.6125,1.17,0.28,2.1799999999999997
13890,Bologna,Napoli,February 04 2017,Serie A,2016/2017,1,7,1.87,2.24,2017-02-04,14,3,27,45,7.0,10.0,4.0,4.0,4.0,8.0,2.0,5.0,4.0,4.0,0.0,4.0,0.8649999999999999,2.3725000000000005,1.25,1.7799999999999998,1.1349999999999998,0.8099999999999999,0.35,0.9099999999999999
10573,Bordeaux,Rennes,February 04 2017,Ligue 1,2016/2017,1,1,1.25,1.61,2017-02-04,7,9,32,30,8.0,3.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,0.0,2.0,1.6,0.495,2.025,0.495,0.765,1.3824999999999998,0.79,1.81
780,Borussia Dortmund,RasenBallsport Leipzig,February 04 2017,Bundesliga,2016/2017,1,0,3.12,0.07,2017-02-04,4,2,31,42,6.0,9.0,4.0,0.0,6.0,7.0,5.0,0.0,5.0,4.0,2.0,4.0,1.875,1.5799999999999998,2.185,0.825,1.02,1.6325,0.955,2.75
778,Borussia M.Gladbach,Freiburg,February 04 2017,Bundesliga,2016/2017,3,0,1.86,0.55,2017-02-04,13,8,20,26,4.0,7.0,3.0,4.0,4.0,6.0,2.0,3.0,5.0,5.0,2.0,2.0,1.2475,1.0325,0.95,1.405,1.2374999999999998,0.8425,1.395,1.12
3744,Chelsea,Arsenal,February 04 2017,EPL,2016/2017,3,1,1.95,0.95,2017-02-04,1,3,56,47,7.0,7.0,6.0,4.0,6.0,10.0,6.0,7.0,3.0,6.0,2.0,3.0,1.0475,1.5975,1.71,1.7249999999999999,0.675,1.0675,0.585,1.025
3745,Crystal Palace,Sunderland,February 04 2017,EPL,2016/2017,0,4,2.46,0.84,2017-02-04,18,20,19,16,3.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,6.0,7.0,3.0,6.0,0.8650000000000001,0.9299999999999999,0.395,0.45499999999999996,1.045,1.3925,1.0699999999999998,2.0250000000000004
10576,Dijon,Paris Saint Germain,February 04 2017,Ligue 1,2016/2017,1,3,0.3,2.94,2017-02-04,14,3,24,46,8.0,10.0,4.0,6.0,6.0,9.0,2.0,3.0,3.0,1.0,0.0,0.0,1.255,1.5325,1.28,1.37,1.3725,0.44499999999999995,0.9199999999999999,0.5549999999999999
3746,Everton,Bournemouth,February 04 2017,EPL,2016/2017,6,3,2.76,2.15,2017-02-04,7,14,37,26,10.0,2.0,6.0,3.0,9.0,6.0,7.0,4.0,1.0,10.0,0.0,3.0,1.185,1.115,1.46,1.935,0.9450000000000001,1.255,0.79,0.855
775,FC Cologne,Wolfsburg,February 04 2017,Bundesliga,2016/2017,1,0,1.19,0.62,2017-02-04,7,14,29,19,6.0,9.0,2.0,3.0,8.0,5.0,2.0,2.0,3.0,3.0,2.0,6.0,1.5625,1.6675,0.815,1.3399999999999999,0.97,1.4075,1.095,1.86
10578,Guingamp,Caen,February 04 2017,Ligue 1,2016/2017,0,1,1.05,1.03,2017-02-04,8,19,31,22,2.0,4.0,4.0,1.0,5.0,5.0,3.0,1.0,9.0,6.0,2.0,2.0,1.1625,1.5825,1.085,1.27,1.3225,2.1375,0.96,1.56
779,Hertha Berlin,Ingolstadt,February 04 2017,Bundesliga,2016/2017,1,0,0.81,0.52,2017-02-04,7,17,30,15,3.0,6.0,3.0,3.0,4.0,6.0,2.0,2.0,7.0,5.0,1.0,2.0,0.9924999999999999,1.3775,1.285,1.405,1.3875,1.1575,1.225,1.295
776,Hoffenheim,Mainz 05,February 04 2017,Bundesliga,2016/2017,4,0,2.43,0.9,2017-02-04,7,12,31,22,5.0,5.0,2.0,0.0,6.0,4.0,3.0,0.0,5.0,5.0,3.0,4.0,1.4324999999999999,0.8975,1.525,0.79,0.9924999999999999,1.06,1.02,1.06
3747,Hull,Liverpool,February 04 2017,EPL,2016/2017,2,0,1.89,1.13,2017-02-04,20,4,17,46,4.0,3.0,4.0,2.0,4.0,6.0,5.0,3.0,6.0,7.0,3.0,3.0,0.7224999999999999,1.5575,1.02,1.895,1.315,1.4025,1.355,1.47
10574,Lille,Lorient,February 04 2017,Ligue 1,2016/2017,0,1,0.52,1.85,2017-02-04,11,20,26,18,6.0,3.0,2.0,0.0,4.0,5.0,2.0,0.0,3.0,13.0,2.0,9.0,1.51,1.3125,1.855,0.15000000000000002,1.095,1.7225,0.615,2.275
7135,Malaga,Espanyol,February 04 2017,La liga,2016/2017,0,1,1.47,0.12,2017-02-04,14,9,22,29,1.0,7.0,1.0,0.0,3.0,8.0,1.0,2.0,8.0,5.0,3.0,6.0,0.9125,1.345,1.7349999999999999,0.6950000000000001,1.3875,0.9475,0.9450000000000001,2.4050000000000002
10577,Monaco,Nice,February 04 2017,Ligue 1,2016/2017,3,0,1.87,1.29,2017-02-04,1,3,49,49,10.0,6.0,6.0,2.0,11.0,4.0,6.0,1.0,3.0,2.0,1.0,1.0,2.155,1.2349999999999999,2.9299999999999997,1.38,1.2850000000000001,1.185,1.11,1.435
10575,Montpellier,SC Bastia,February 04 2017,Ligue 1,2016/2017,2,1,1.61,0.9,2017-02-04,18,19,23,22,1.0,2.0,4.0,3.0,2.0,3.0,5.0,2.0,9.0,5.0,1.0,2.0,1.08,1.3475000000000001,1.655,1.06,1.6725,1.79,0.735,1.71
3750,Southampton,West Ham,February 04 2017,EPL,2016/2017,1,3,1.06,0.92,2017-02-04,12,11,27,28,3.0,6.0,3.0,3.0,4.0,6.0,4.0,3.0,6.0,7.0,2.0,2.0,1.345,1.4175,1.435,2.12,1.1275,1.5825,0.8049999999999999,1.0350000000000001
3751,Tottenham,Middlesbrough,February 04 2017,EPL,2016/2017,1,0,2.1,0.5,2017-02-04,2,15,47,21,8.0,3.0,6.0,1.0,8.0,2.0,6.0,1.0,2.0,4.0,0.0,2.0,1.365,0.7925,1.83,0.485,0.96,1.3075,0.54,1.69
7134,Valencia,Eibar,February 04 2017,La liga,2016/2017,0,4,0.87,1.25,2017-02-04,16,10,19,29,7.0,6.0,4.0,4.0,8.0,6.0,4.0,4.0,7.0,9.0,3.0,3.0,1.4400000000000002,1.3275000000000001,1.19,1.65,1.1975,1.25,0.885,0.67
3748,Watford,Burnley,February 04 2017,EPL,2016/2017,2,1,1.66,1.48,2017-02-04,13,11,27,29,5.0,6.0,1.0,0.0,4.0,4.0,1.0,2.0,5.0,4.0,4.0,4.0,0.8400000000000001,1.0574999999999999,1.05,0.97,1.1025,1.055,1.7,1.24
3749,West Bromwich Albion,Stoke,February 04 2017,EPL,2016/2017,1,0,1.85,1.11,2017-02-04,8,11,33,29,7.0,8.0,6.0,3.0,6.0,7.0,5.0,5.0,6.0,3.0,1.0,5.0,0.9075,1.2925,1.105,1.045,1.315,1.065,0.715,1.545
13891,AC Milan,Sampdoria,February 05 2017,Serie A,2016/2017,0,1,1.85,1.24,2017-02-05,8,13,37,27,4.0,4.0,3.0,0.0,5.0,4.0,2.0,1.0,6.0,5.0,2.0,3.0,1.7600000000000002,1.2275,1.27,0.9850000000000001,1.625,1.7725000000000002,0.9650000000000001,2.22
13895,Atalanta,Cagliari,February 05 2017,Serie A,2016/2017,2,0,1.76,0.14,2017-02-05,6,15,39,27,7.0,4.0,6.0,0.0,7.0,5.0,3.0,0.0,4.0,4.0,1.0,2.0,1.7999999999999998,1.105,2.56,0.375,1.15,1.46,0.6000000000000001,1.8399999999999999
781,Augsburg,Werder Bremen,February 05 2017,Bundesliga,2016/2017,3,2,1.6,2.33,2017-02-05,13,15,21,16,7.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,6.0,2.0,1.0,1.0025,0.5875,0.4,0.9600000000000001,1.4175000000000002,1.7200000000000002,1.085,1.0150000000000001
13894,Chievo,Udinese,February 05 2017,Serie A,2016/2017,0,0,0.21,0.82,2017-02-05,12,11,28,28,3.0,3.0,0.0,1.0,3.0,3.0,1.0,0.0,10.0,5.0,7.0,1.0,0.8200000000000001,1.3525,1.15,0.715,2.6049999999999995,1.2725,2.6849999999999996,0.57
782,Eintracht Frankfurt,Darmstadt,February 05 2017,Bundesliga,2016/2017,2,0,2.4,0.25,2017-02-05,7,18,32,9,6.0,1.0,4.0,0.0,4.0,1.0,3.0,0.0,4.0,9.0,0.0,3.0,1.0474999999999999,1.0775000000000001,1.17,0.8400000000000001,1.62,1.9525,0.63,1.83
13893,Empoli,Torino,February 05 2017,Serie A,2016/2017,1,1,1.95,1.93,2017-02-05,17,9,21,31,7.0,3.0,6.0,1.0,3.0,3.0,2.0,0.0,4.0,5.0,0.0,2.0,0.6900000000000001,1.5225,0.61,1.335,1.27,1.5425000000000002,0.73,0.875
13892,Genoa,Sassuolo,February 05 2017,Serie A,2016/2017,0,1,0.77,0.92,2017-02-05,16,13,25,27,2.0,7.0,1.0,3.0,6.0,7.0,2.0,6.0,10.0,4.0,3.0,5.0,1.7025000000000001,0.9824999999999999,1.465,1.325,1.9025,1.75,1.38,2.12
13898,Juventus,Inter,February 05 2017,Serie A,2016/2017,1,0,1.08,0.76,2017-02-05,1,4,51,42,9.0,12.0,6.0,6.0,8.0,9.0,5.0,3.0,2.0,2.0,0.0,1.0,1.7824999999999998,2.3,1.9,1.5550000000000002,0.4575,0.625,0.225,0.81
3753,Leicester,Manchester United,February 05 2017,EPL,2016/2017,0,3,0.49,1.99,2017-02-05,16,6,21,42,1.0,6.0,3.0,4.0,0.0,4.0,1.0,3.0,7.0,2.0,3.0,1.0,0.595,1.475,0.645,1.6949999999999998,1.4425000000000001,0.7525,1.1600000000000001,0.575
3752,Manchester City,Swansea,February 05 2017,EPL,2016/2017,2,1,2.88,0.11,2017-02-05,5,17,46,21,7.0,9.0,4.0,6.0,8.0,7.0,4.0,5.0,7.0,8.0,3.0,3.0,1.595,1.0100000000000002,1.575,1.395,0.7050000000000001,1.2,0.8800000000000001,0.785
10581,Nantes,Nancy,February 05 2017,Ligue 1,2016/2017,0,2,0.91,0.42,2017-02-05,13,17,26,24,7.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.1624999999999999,0.9125000000000001,1.39,0.285,0.98,0.97,1.215,0.965
13897,Palermo,Crotone,February 05 2017,Serie A,2016/2017,1,0,0.77,0.38,2017-02-05,19,18,11,13,1.0,4.0,1.0,1.0,2.0,6.0,1.0,2.0,7.0,5.0,2.0,3.0,0.5700000000000001,1.3725,0.385,1.0150000000000001,1.5075000000000003,1.46,1.505,2.29
13896,Pescara,Lazio,February 05 2017,Serie A,2016/2017,2,6,1.83,3.84,2017-02-05,20,6,6,40,0.0,6.0,0.0,0.0,3.0,3.0,2.0,0.0,11.0,4.0,5.0,5.0,1.07,1.6025,1.245,0.39,2.1275,0.8150000000000001,0.975,1.4
7139,Real Sociedad,Osasuna,February 05 2017,La liga,2016/2017,3,2,1.0,0.99,2017-02-05,5,19,35,10,6.0,3.0,3.0,1.0,3.0,8.0,1.0,1.0,7.0,9.0,4.0,3.0,0.7475,1.095,0.905,0.7949999999999999,1.045,1.5375,1.22,1.395
10579,Saint-Etienne,Lyon,February 05 2017,Ligue 1,2016/2017,2,0,1.5,1.44,2017-02-05,5,4,33,37,8.0,6.0,4.0,3.0,6.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,1.5875,1.8599999999999999,1.3599999999999999,1.945,0.8150000000000001,1.2725,0.615,1.525
7138,Sevilla,Villarreal,February 05 2017,La liga,2016/2017,0,0,1.67,1.0,2017-02-05,3,6,42,34,9.0,5.0,6.0,4.0,11.0,3.0,6.0,3.0,7.0,3.0,2.0,1.0,1.1325,1.04,1.58,1.6300000000000001,1.31,0.845,1.345,0.855
7137,Sporting Gijon,Alaves,February 05 2017,La liga,2016/2017,2,4,1.1,3.3,2017-02-05,18,12,13,24,1.0,3.0,0.0,1.0,3.0,2.0,3.0,0.0,6.0,3.0,6.0,1.0,0.7224999999999999,0.9125,0.82,0.6950000000000001,2.0575,0.8374999999999999,2.8,1.29
10580,Toulouse,Angers,February 05 2017,Ligue 1,2016/2017,4,0,2.59,0.43,2017-02-05,11,18,26,23,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,7.0,6.0,4.0,4.0,0.7575,1.3125,0.78,0.915,1.8850000000000002,1.045,1.94,1.3900000000000001
7140,Granada,Las Palmas,February 06 2017,La liga,2016/2017,1,0,0.55,0.8,2017-02-06,20,11,10,28,1.0,7.0,1.0,0.0,2.0,5.0,1.0,0.0,11.0,7.0,3.0,6.0,0.6699999999999999,1.0725,1.155,0.46499999999999997,2.1550000000000002,1.4949999999999999,1.6349999999999998,2.4050000000000002
10584,Caen,Bordeaux,February 07 2017,Ligue 1,2016/2017,0,4,0.55,1.82,2017-02-07,16,7,25,33,7.0,8.0,6.0,4.0,5.0,5.0,6.0,3.0,4.0,2.0,2.0,1.0,1.335,1.4775,1.905,1.175,1.5625,0.8525,1.345,0.74
10582,Montpellier,Monaco,February 07 2017,Ligue 1,2016/2017,1,2,1.19,1.44,2017-02-07,13,1,26,52,4.0,10.0,4.0,4.0,4.0,12.0,3.0,5.0,9.0,2.0,2.0,2.0,1.1400000000000001,1.7849999999999997,1.3050000000000002,1.38,1.6675,1.1025,0.925,1.46
10583,Paris Saint Germain,Lille,February 07 2017,Ligue 1,2016/2017,2,1,2.85,0.32,2017-02-07,2,12,49,26,10.0,5.0,4.0,4.0,7.0,3.0,6.0,2.0,2.0,3.0,1.0,1.0,1.7574999999999998,1.05,1.695,1.165,0.495,1.3675,0.33499999999999996,1.575
13899,Roma,Fiorentina,February 07 2017,Serie A,2016/2017,4,0,3.58,0.63,2017-02-07,3,7,47,37,9.0,10.0,6.0,6.0,5.0,10.0,4.0,5.0,3.0,5.0,1.0,1.0,1.7575,1.2275,2.635,1.02,0.965,1.6300000000000001,0.5800000000000001,0.985
10589,Angers,Rennes,February 08 2017,Ligue 1,2016/2017,0,0,1.22,0.63,2017-02-08,18,9,23,31,4.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,8.0,4.0,2.0,2.0,1.2300000000000002,0.7075,1.7100000000000002,0.92,1.3325,1.105,0.7,1.255
13901,Bologna,AC Milan,February 08 2017,Serie A,2016/2017,0,1,1.59,1.75,2017-02-08,14,7,27,37,7.0,1.0,3.0,1.0,5.0,4.0,3.0,3.0,8.0,7.0,7.0,4.0,1.275,1.83,1.505,2.25,1.1875,1.8399999999999999,1.4200000000000002,2.285
13900,Crotone,Juventus,February 08 2017,Serie A,2016/2017,0,2,0.12,1.84,2017-02-08,19,1,13,54,4.0,9.0,3.0,3.0,6.0,6.0,4.0,3.0,5.0,2.0,2.0,2.0,1.3475000000000001,1.5450000000000002,1.73,1.665,1.1300000000000001,0.59,0.63,0.69
10585,Lorient,Toulouse,February 08 2017,Ligue 1,2016/2017,1,1,0.43,1.15,2017-02-08,20,10,21,29,6.0,3.0,3.0,0.0,6.0,4.0,5.0,0.0,8.0,5.0,4.0,3.0,1.75,1.1175,2.4749999999999996,0.735,1.3425,1.655,1.17,1.83
10588,Lyon,Nancy,February 08 2017,Ligue 1,2016/2017,4,0,3.17,0.32,2017-02-08,4,11,37,27,3.0,7.0,3.0,4.0,6.0,3.0,4.0,2.0,8.0,2.0,3.0,0.0,1.8599999999999999,0.915,1.96,0.29,1.4575,1.06,1.28,1.145
10587,Marseille,Guingamp,February 08 2017,Ligue 1,2016/2017,2,0,1.77,0.74,2017-02-08,7,9,33,31,3.0,1.0,3.0,0.0,7.0,3.0,6.0,2.0,9.0,8.0,5.0,6.0,1.6175000000000002,1.0075,2.57,0.86,1.3875,1.2999999999999998,1.52,1.9699999999999998
10590,Metz,Dijon,February 08 2017,Ligue 1,2016/2017,2,1,1.71,0.9,2017-02-08,14,17,26,24,7.0,5.0,6.0,4.0,4.0,5.0,3.0,4.0,2.0,6.0,0.0,3.0,0.7325,0.9924999999999999,0.89,1.23,1.2550000000000001,1.8199999999999998,0.755,1.825
10586,Nice,Saint-Etienne,February 08 2017,Ligue 1,2016/2017,1,0,1.49,0.41,2017-02-08,3,5,49,36,5.0,10.0,4.0,4.0,4.0,8.0,3.0,4.0,5.0,2.0,1.0,1.0,1.2425,1.6175,1.0899999999999999,1.815,1.2175,1.1350000000000002,0.935,1.0150000000000001
10591,Bordeaux,Paris Saint Germain,February 10 2017,Ligue 1,2016/2017,0,3,0.93,1.07,2017-02-10,7,2,36,52,10.0,10.0,4.0,6.0,8.0,8.0,2.0,5.0,1.0,3.0,1.0,1.0,1.625,2.2800000000000002,1.78,2.46,0.8775000000000001,0.48,0.9650000000000001,0.515
7141,Espanyol,Real Sociedad,February 10 2017,La liga,2016/2017,1,2,0.29,0.96,2017-02-10,8,5,32,38,9.0,9.0,6.0,3.0,8.0,6.0,6.0,2.0,4.0,5.0,2.0,3.0,0.9975,0.8875000000000001,1.475,0.5900000000000001,1.185,0.8475,0.705,0.8700000000000001
783,Mainz 05,Augsburg,February 10 2017,Bundesliga,2016/2017,2,0,1.64,0.43,2017-02-10,13,10,22,24,2.0,7.0,2.0,4.0,1.0,6.0,1.0,3.0,8.0,6.0,1.0,2.0,0.78,1.315,0.585,1.605,1.4425,1.9300000000000002,0.7899999999999999,1.75
13902,Napoli,Genoa,February 10 2017,Serie A,2016/2017,2,0,1.88,0.12,2017-02-10,3,16,48,25,10.0,2.0,4.0,1.0,13.0,6.0,4.0,4.0,4.0,10.0,2.0,7.0,2.2575000000000003,1.785,2.62,1.94,1.0575,1.83,0.6950000000000001,2.425
7143,Alaves,Barcelona,February 11 2017,La liga,2016/2017,0,6,0.91,2.96,2017-02-11,12,2,27,45,5.0,10.0,2.0,4.0,6.0,13.0,2.0,5.0,5.0,1.0,2.0,1.0,1.5299999999999998,2.2675,1.13,1.785,0.8225,0.7975,0.385,1.025
3754,Arsenal,Hull,February 11 2017,EPL,2016/2017,2,0,3.12,0.47,2017-02-11,4,18,47,20,6.0,7.0,3.0,1.0,8.0,5.0,3.0,0.0,6.0,3.0,3.0,2.0,1.5525000000000002,0.9475,1.4700000000000002,0.355,1.165,1.3775,1.11,1.475
7144,Athletic Club,Deportivo La Coruna,February 11 2017,La liga,2016/2017,2,1,1.73,0.58,2017-02-11,8,15,32,19,5.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,6.0,5.0,3.0,4.0,0.9349999999999999,0.6000000000000001,1.345,0.68,1.1825,0.9025000000000001,0.7849999999999999,0.98
784,Bayer Leverkusen,Eintracht Frankfurt,February 11 2017,Bundesliga,2016/2017,3,0,2.54,0.63,2017-02-11,10,3,24,35,4.0,9.0,3.0,3.0,6.0,6.0,5.0,1.0,6.0,3.0,4.0,3.0,1.365,1.3,1.875,0.52,1.2274999999999998,1.245,1.545,1.84
785,Darmstadt,Borussia Dortmund,February 11 2017,Bundesliga,2016/2017,2,1,1.93,0.75,2017-02-11,18,4,9,34,1.0,8.0,1.0,4.0,1.0,5.0,1.0,3.0,10.0,3.0,6.0,2.0,0.9225000000000001,2.2825,1.1800000000000002,2.0149999999999997,2.2474999999999996,0.6525000000000001,2.27,0.68
10594,Dijon,Caen,February 11 2017,Ligue 1,2016/2017,2,0,1.06,1.79,2017-02-11,17,16,24,25,4.0,4.0,1.0,4.0,5.0,2.0,1.0,2.0,7.0,6.0,3.0,1.0,0.98,1.03,0.755,1.56,1.9975,1.4975,1.815,1.06
13903,Fiorentina,Udinese,February 11 2017,Serie A,2016/2017,3,0,1.65,0.73,2017-02-11,8,12,37,29,7.0,4.0,4.0,1.0,8.0,2.0,5.0,0.0,8.0,3.0,4.0,1.0,1.1949999999999998,1.225,1.435,0.8799999999999999,2.0774999999999997,1.0075,2.275,0.265
10597,Guingamp,Lyon,February 11 2017,Ligue 1,2016/2017,2,1,1.31,1.65,2017-02-11,9,4,31,40,1.0,6.0,1.0,0.0,2.0,8.0,1.0,2.0,7.0,5.0,2.0,5.0,0.9850000000000001,2.1325,1.155,1.76,1.1675,1.095,0.63,1.635
787,Ingolstadt,Bayern Munich,February 11 2017,Bundesliga,2016/2017,0,2,0.44,1.89,2017-02-11,17,1,15,46,3.0,10.0,3.0,6.0,4.0,8.0,4.0,4.0,5.0,3.0,3.0,2.0,0.935,1.8475000000000001,1.35,0.63,1.2175,0.6275000000000001,1.02,0.72
10593,Lille,Angers,February 11 2017,Ligue 1,2016/2017,1,2,1.06,1.09,2017-02-11,14,18,26,24,4.0,4.0,1.0,0.0,3.0,3.0,1.0,1.0,4.0,7.0,2.0,6.0,0.7925,1.4225,0.935,0.75,1.9625000000000001,1.1824999999999999,1.1600000000000001,1.9649999999999999
3760,Liverpool,Tottenham,February 11 2017,EPL,2016/2017,2,0,2.38,0.62,2017-02-11,5,2,46,50,2.0,8.0,1.0,2.0,4.0,7.0,3.0,2.0,7.0,2.0,4.0,2.0,1.2575,1.6375000000000002,1.22,0.9000000000000001,1.3975000000000002,0.8574999999999999,1.335,1.38
3755,Manchester United,Watford,February 11 2017,EPL,2016/2017,2,0,2.63,0.64,2017-02-11,6,10,45,30,6.0,8.0,2.0,4.0,5.0,6.0,1.0,4.0,2.0,4.0,1.0,3.0,1.56,1.1275,1.255,1.0050000000000001,0.675,1.01,0.9299999999999999,1.115
