,home_team,away_team,date,league,season,home_score,away_score,home_xg,away_xg,datetime,home_standings,away_standings,home_points,away_points,home_points_last_4_matches,away_points_last_4_matches,home_points_last_2_home_matches,away_points_last_2_away_matches,home_goals_last_4_matches,away_goals_last_4_matches,home_goals_last_2_home_matches,away_goals_last_2_away_matches,home_goals_against_last_4_matches,away_goals_against_last_4_matches,home_goals_against_last_2_home_matches,away_goals_against_last_2_away_matches,home_mean_xg_last_4_matches,away_mean_xg_last_4_matches,home_mean_xg_last_2_home_matches,away_mean_xg_last_2_away_matches,home_mean_xg_against_last_4_matches,away_mean_xg_against_last_4_matches,home_mean_xg_against_last_2_home_matches,away_mean_xg_against_last_2_away_matches
12930,Parma Calcio 1913,AC Milan,September 14 2014,Serie A,2014/2015,4,5,1.43,3.78,2014-09-14,19,5,0,3,,,,,,,,,,,,,,,,,,,,
6199,Rayo Vallecano,Elche,September 14 2014,La liga,2014/2015,2,3,1.42,0.57,2014-09-14,14,19,2,1,,,,,,,,,,,,,,,,,,,,
12924,Sampdoria,Torino,September 14 2014,Serie A,2014/2015,2,0,0.42,0.39,2014-09-14,12,13,1,1,,,,,,,,,,,,,,,,,,,,
6201,Sevilla,Getafe,September 14 2014,La liga,2014/2015,2,0,2.04,0.3,2014-09-14,7,13,4,3,,,,,,,,,,,,,,,,,,,,
6200,Valencia,Espanyol,September 14 2014,La liga,2014/2015,3,1,1.86,1.09,2014-09-14,6,19,4,1,,,,,,,,,,,,,,,,,,,,
6203,Eibar,Deportivo La Coruna,September 15 2014,La liga,2014/2015,0,1,0.41,0.67,2014-09-15,12,18,3,1,,,,,,,,,,,,,,,,,,,,
2793,Hull,West Ham,September 15 2014,EPL,2014/2015,2,2,0.44,0.66,2014-09-15,12,15,4,3,,,,,,,,,,,,,,,,,,,,
12931,Verona,Palermo,September 15 2014,Serie A,2014/2015,2,1,2.1,1.39,2014-09-15,13,12,1,1,,,,,,,,,,,,,,,,,,,,
9644,Bordeaux,Evian Thonon Gaillard,September 19 2014,Ligue 1,2014/2015,2,1,0.54,0.37,2014-09-19,2,20,10,1,7.0,1.0,4.0,0.0,9.0,3.0,5.0,2.0,5.0,10.0,2.0,7.0,1.7025000000000001,0.8275,2.565,0.885,1.0325,1.0450000000000002,0.8049999999999999,1.335
6204,Elche,Eibar,September 19 2014,La liga,2014/2015,0,2,1.03,0.9,2014-09-19,10,13,4,3,,,,,,,,,,,,,,,,,,,,
27,Freiburg,Hertha Berlin,September 19 2014,Bundesliga,2014/2015,2,2,0.87,0.29,2014-09-19,14,15,1,1,,,,,,,,,,,,,,,,,,,,
12933,AC Milan,Juventus,September 20 2014,Serie A,2014/2015,0,1,0.28,1.44,2014-09-20,1,2,6,6,,,,,,,,,,,,,,,,,,,,
2796,Aston Villa,Arsenal,September 20 2014,EPL,2014/2015,0,3,0.65,1.36,2014-09-20,2,7,10,6,10.0,6.0,4.0,2.0,4.0,7.0,2.0,3.0,1.0,6.0,1.0,3.0,0.69,1.8399999999999999,0.575,1.8649999999999998,0.535,1.1525,0.495,1.07
6206,Athletic Club,Granada,September 20 2014,La liga,2014/2015,0,1,0.45,0.39,2014-09-20,13,7,3,5,,,,,,,,,,,,,,,,,,,,
6207,Atletico Madrid,Celta Vigo,September 20 2014,La liga,2014/2015,2,2,2.43,0.93,2014-09-20,5,7,7,5,,,,,,,,,,,,,,,,,,,,
32,Augsburg,Werder Bremen,September 20 2014,Bundesliga,2014/2015,4,2,2.91,2.02,2014-09-20,12,11,3,3,,,,2.0,,,,5.0,,,,5.0,,,,1.46,,,,1.87
2797,Burnley,Sunderland,September 20 2014,EPL,2014/2015,0,0,0.71,0.64,2014-09-20,17,15,2,3,2.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,6.0,3.0,3.0,0.7425,0.74,0.44,0.975,1.0725,1.4825,1.2999999999999998,1.475
12932,Cesena,Empoli,September 20 2014,Serie A,2014/2015,2,2,2.04,2.58,2014-09-20,12,20,3,0,,,,,,,,,,,,,,,,,,,,
6205,Deportivo La Coruna,Real Madrid,September 20 2014,La liga,2014/2015,2,8,1.75,2.06,2014-09-20,10,14,4,3,,,,,,,,,,,,,,,,,,,,
6208,Espanyol,Malaga,September 20 2014,La liga,2014/2015,2,2,2.76,0.45,2014-09-20,19,11,1,4,,,,,,,,,,,,,,,,,,,,
29,Hamburger SV,Bayern Munich,September 20 2014,Bundesliga,2014/2015,0,0,0.2,1.04,2014-09-20,18,2,1,7,,,,,,,,,,,,,,,,,,,,
9646,Lorient,Reims,September 20 2014,Ligue 1,2014/2015,0,1,0.24,0.83,2014-09-20,8,19,7,4,4.0,3.0,4.0,0.0,4.0,5.0,4.0,3.0,3.0,9.0,0.0,7.0,0.95,0.9375,1.54,0.79,0.8025,2.1125000000000003,0.47,2.555
33,Mainz 05,Borussia Dortmund,September 20 2014,Bundesliga,2014/2015,2,0,0.97,2.1,2014-09-20,10,4,5,6,,,,,,,,,,,,,,,,,,,,
9645,Marseille,Rennes,September 20 2014,Ligue 1,2014/2015,3,0,1.5,1.38,2014-09-20,3,7,10,8,9.0,8.0,3.0,4.0,8.0,8.0,4.0,1.0,3.0,3.0,2.0,0.0,1.9050000000000002,0.9099999999999999,2.8950000000000005,0.7649999999999999,0.905,1.0325,1.13,0.7899999999999999
9647,Metz,SC Bastia,September 20 2014,Ligue 1,2014/2015,3,1,1.75,0.45,2014-09-20,18,15,5,6,4.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,4.0,2.0,3.0,1.19,0.7575000000000001,1.365,0.595,1.2875,0.97,1.385,1.435
9648,Nantes,Nice,September 20 2014,Ligue 1,2014/2015,2,1,1.97,0.08,2014-09-20,11,13,7,7,4.0,4.0,3.0,1.0,2.0,2.0,1.0,0.0,4.0,7.0,1.0,4.0,1.3675,0.6625,1.93,0.515,0.9124999999999999,1.905,0.485,2.8600000000000003
2798,Newcastle United,Hull,September 20 2014,EPL,2014/2015,2,2,1.92,0.85,2014-09-20,20,10,2,5,2.0,5.0,1.0,3.0,3.0,5.0,3.0,2.0,9.0,5.0,5.0,2.0,1.13,0.68,1.335,0.7050000000000001,1.4425,1.2025000000000001,1.5699999999999998,1.27
31,Paderborn,Hannover 96,September 20 2014,Bundesliga,2014/2015,2,0,2.05,0.55,2014-09-20,8,4,5,7,,,2.0,,,,2.0,,,,2.0,,,,0.33999999999999997,,,,1.115,
2794,Queens Park Rangers,Stoke,September 20 2014,EPL,2014/2015,2,2,1.06,1.46,2014-09-20,18,13,3,4,3.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,9.0,3.0,1.0,1.0,1.2025000000000001,0.995,1.585,0.9550000000000001,1.6700000000000002,0.8175,1.04,0.88
30,Schalke 04,Eintracht Frankfurt,September 20 2014,Bundesliga,2014/2015,2,2,1.78,0.84,2014-09-20,17,11,1,4,,,,,,,,,,,,,,,,,,,,
2795,Swansea,Southampton,September 20 2014,EPL,2014/2015,0,1,0.52,0.75,2014-09-20,4,5,9,7,9.0,7.0,6.0,3.0,8.0,8.0,4.0,4.0,5.0,3.0,0.0,3.0,1.06,1.48,1.47,1.565,1.5699999999999998,0.9475,0.77,0.9850000000000001
9649,Toulouse,Caen,September 20 2014,Ligue 1,2014/2015,3,3,3.64,0.66,2014-09-20,16,14,6,6,6.0,3.0,6.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,1.135,0.7575,1.145,1.17,0.8625,1.35,1.0,1.6400000000000001
28,VfB Stuttgart,Hoffenheim,September 20 2014,Bundesliga,2014/2015,0,2,1.33,1.15,2014-09-20,18,10,1,5,,,,,,,,,,,,,,,,,,,,
2799,West Ham,Liverpool,September 20 2014,EPL,2014/2015,3,1,1.26,0.38,2014-09-20,15,8,4,6,4.0,6.0,0.0,3.0,6.0,6.0,1.0,4.0,7.0,5.0,4.0,3.0,1.1225,1.425,1.245,1.82,0.915,1.0125,1.3,0.9
12939,Atalanta,Fiorentina,September 21 2014,Serie A,2014/2015,0,1,1.15,1.03,2014-09-21,6,16,4,1,,,,,,,,,,,,,,,,,,,,
12934,Chievo,Parma Calcio 1913,September 21 2014,Serie A,2014/2015,2,3,1.35,0.93,2014-09-21,11,20,3,0,,,,,,,,,,,,,,,,,,,,
6211,Cordoba,Sevilla,September 21 2014,La liga,2014/2015,1,3,0.9,2.64,2014-09-21,18,5,2,7,,,,,,,,,,,,,,,,,,,,
2803,Everton,Crystal Palace,September 21 2014,EPL,2014/2015,2,3,2.56,1.63,2014-09-21,12,19,5,2,5.0,2.0,1.0,1.0,9.0,5.0,5.0,4.0,10.0,8.0,8.0,5.0,1.05,0.805,1.3900000000000001,0.9099999999999999,1.335,1.46,1.73,1.625
35,FC Cologne,Borussia M.Gladbach,September 21 2014,Bundesliga,2014/2015,0,0,0.55,0.77,2014-09-21,10,9,5,5,,,,,,,,,,,,,,,,,,,,
12935,Genoa,Lazio,September 21 2014,Serie A,2014/2015,1,0,1.19,1.97,2014-09-21,16,10,1,3,,,,,,,,,,,,,,,,,,,,
2801,Leicester,Manchester United,September 21 2014,EPL,2014/2015,5,3,2.54,1.71,2014-09-21,12,11,5,5,5.0,5.0,2.0,2.0,4.0,6.0,3.0,1.0,5.0,3.0,3.0,1.0,0.81,1.1974999999999998,1.045,0.705,1.6475,0.5050000000000001,1.4549999999999998,0.5900000000000001
9651,Lens,Saint-Etienne,September 21 2014,Ligue 1,2014/2015,0,1,0.88,1.04,2014-09-21,11,5,7,10,7.0,7.0,3.0,3.0,6.0,4.0,4.0,2.0,4.0,6.0,3.0,5.0,1.4300000000000002,1.3450000000000002,1.7950000000000002,0.94,0.9725,0.7000000000000001,1.145,1.12
6212,Levante,Barcelona,September 21 2014,La liga,2014/2015,0,5,0.44,3.82,2014-09-21,20,2,1,9,,,,,,,,,,,,,,,,,,,,
9650,Lille,Montpellier,September 21 2014,Ligue 1,2014/2015,0,0,0.82,0.35,2014-09-21,4,7,11,9,10.0,9.0,6.0,3.0,6.0,5.0,4.0,2.0,1.0,1.0,0.0,1.0,0.8500000000000001,1.1925,1.12,0.845,0.835,1.0675,0.665,1.185
2802,Manchester City,Chelsea,September 21 2014,EPL,2014/2015,1,1,1.06,1.02,2014-09-21,7,1,7,12,7.0,12.0,3.0,6.0,7.0,15.0,3.0,9.0,4.0,6.0,2.0,4.0,1.4975,2.4399999999999995,1.1,2.08,1.0625,0.8474999999999999,0.6,0.9099999999999999
9652,Monaco,Guingamp,September 21 2014,Ligue 1,2014/2015,1,0,1.44,0.08,2014-09-21,19,18,4,6,4.0,6.0,1.0,3.0,4.0,3.0,2.0,1.0,7.0,6.0,3.0,4.0,1.02,0.9375,1.915,0.8049999999999999,2.09,0.99,0.9199999999999999,1.48
12941,Palermo,Inter,September 21 2014,Serie A,2014/2015,1,1,0.58,0.48,2014-09-21,17,4,1,4,,,,,,,,,,,,,,,,,,,,
9653,Paris Saint Germain,Lyon,September 21 2014,Ligue 1,2014/2015,1,1,1.71,0.54,2014-09-21,7,17,9,6,8.0,3.0,6.0,0.0,8.0,4.0,7.0,2.0,1.0,6.0,0.0,4.0,1.25,1.535,1.56,1.72,0.36499999999999994,1.4249999999999998,0.27,1.475
6209,Real Sociedad,Almeria,September 21 2014,La liga,2014/2015,1,2,1.68,0.6,2014-09-21,10,16,4,2,,,,,,,,,,,,,,,,,,,,
12936,Roma,Cagliari,September 21 2014,Serie A,2014/2015,2,0,1.52,0.49,2014-09-21,2,17,6,1,,,,,,,,,,,,,,,,,,,,
12937,Sassuolo,Sampdoria,September 21 2014,Serie A,2014/2015,0,0,0.66,0.65,2014-09-21,20,5,1,4,,,,,,,,,,,,,,,,,,,,
12940,Torino,Verona,September 21 2014,Serie A,2014/2015,0,1,2.62,1.22,2014-09-21,18,6,1,4,,,,,,,,,,,,,,,,,,,,
2800,Tottenham,West Bromwich Albion,September 21 2014,EPL,2014/2015,0,1,0.44,1.08,2014-09-21,8,20,7,2,7.0,2.0,3.0,1.0,7.0,2.0,4.0,0.0,5.0,7.0,3.0,3.0,1.4849999999999999,0.9124999999999999,1.44,0.685,1.5025,1.125,1.9100000000000001,1.3499999999999999
12938,Udinese,Napoli,September 21 2014,Serie A,2014/2015,1,0,0.69,0.44,2014-09-21,13,12,3,3,,,,,,,,,,,,,,,,,,,,
6210,Villarreal,Rayo Vallecano,September 21 2014,La liga,2014/2015,4,2,4.38,1.41,2014-09-21,11,17,4,2,,,,,,,,,,,,,,,,,,,,
34,Wolfsburg,Bayer Leverkusen,September 21 2014,Bundesliga,2014/2015,4,1,1.56,0.62,2014-09-21,13,5,2,7,,,,,,,,,,,,,,,,,,,,
6213,Getafe,Valencia,September 22 2014,La liga,2014/2015,0,3,0.23,1.54,2014-09-22,16,5,3,7,,,,,,,,,,,,,,,,,,,,
37,Bayern Munich,Paderborn,September 23 2014,Bundesliga,2014/2015,4,0,3.48,0.4,2014-09-23,4,1,8,8,8.0,8.0,6.0,,5.0,7.0,4.0,,2.0,2.0,1.0,,1.585,1.275,1.9,,0.755,0.98,0.755,
6215,Celta Vigo,Deportivo La Coruna,September 23 2014,La liga,2014/2015,2,1,1.19,1.04,2014-09-23,8,14,6,4,6.0,4.0,4.0,3.0,8.0,6.0,5.0,2.0,6.0,12.0,3.0,2.0,1.6225,1.175,2.385,0.525,1.1600000000000001,1.3150000000000002,0.9850000000000001,0.48
39,Eintracht Frankfurt,Mainz 05,September 23 2014,Bundesliga,2014/2015,2,2,1.45,1.1,2014-09-23,12,3,5,8,5.0,8.0,3.0,4.0,5.0,7.0,1.0,5.0,5.0,3.0,1.0,3.0,1.26,1.5474999999999999,1.3,2.105,1.29,1.1825,1.19,1.035
12942,Empoli,AC Milan,September 23 2014,Serie A,2014/2015,2,2,2.03,0.58,2014-09-23,19,4,1,6,,,,,,,,,,,,,,,,,,,,
36,Hoffenheim,Freiburg,September 23 2014,Bundesliga,2014/2015,3,3,1.82,2.45,2014-09-23,3,14,8,2,8.0,2.0,4.0,0.0,6.0,3.0,3.0,1.0,2.0,6.0,1.0,4.0,1.285,0.9524999999999999,1.345,0.82,1.44,1.02,0.96,1.7349999999999999
6214,Real Madrid,Elche,September 23 2014,La liga,2014/2015,5,1,3.94,1.07,2014-09-23,8,13,6,4,6.0,4.0,3.0,3.0,13.0,4.0,3.0,3.0,8.0,8.0,2.0,5.0,1.6450000000000002,0.7675,1.1,0.33999999999999997,1.495,1.155,0.7450000000000001,1.48
9654,Reims,Marseille,September 23 2014,Ligue 1,2014/2015,0,5,0.38,3.63,2014-09-23,16,1,7,13,6.0,12.0,3.0,6.0,5.0,11.0,2.0,4.0,6.0,1.0,2.0,1.0,1.0725,2.005,1.085,0.915,1.565,0.8600000000000001,1.67,0.68
9655,Rennes,Toulouse,September 23 2014,Ligue 1,2014/2015,0,3,0.64,0.48,2014-09-23,9,14,8,7,5.0,4.0,4.0,0.0,2.0,4.0,7.0,0.0,4.0,6.0,3.0,3.0,0.7999999999999999,1.6849999999999998,1.055,1.125,1.1425,0.705,1.275,0.725
38,Werder Bremen,Schalke 04,September 23 2014,Bundesliga,2014/2015,0,3,0.99,1.37,2014-09-23,13,16,3,2,3.0,2.0,,0.0,8.0,5.0,,2.0,10.0,9.0,,6.0,1.8624999999999998,1.4675,,1.3900000000000001,1.9875,1.7249999999999999,,2.28
6218,Almeria,Atletico Madrid,September 24 2014,La liga,2014/2015,0,1,0.26,1.69,2014-09-24,10,6,5,8,5.0,8.0,2.0,4.0,4.0,6.0,2.0,2.0,4.0,4.0,2.0,1.0,0.9825,1.4525000000000001,1.01,1.0050000000000001,1.04,0.9349999999999999,0.5800000000000001,0.9750000000000001
41,Bayer Leverkusen,Augsburg,September 24 2014,Bundesliga,2014/2015,1,0,1.65,0.57,2014-09-24,5,9,7,6,7.0,6.0,4.0,3.0,10.0,7.0,7.0,1.0,9.0,7.0,5.0,2.0,1.5699999999999998,1.2975,2.255,0.64,1.12,1.675,1.22,1.19
40,Borussia Dortmund,VfB Stuttgart,September 24 2014,Bundesliga,2014/2015,2,2,2.14,1.48,2014-09-24,11,18,6,1,6.0,1.0,3.0,1.0,6.0,1.0,3.0,1.0,7.0,7.0,3.0,3.0,1.65,0.6975000000000001,1.1,0.37,0.845,1.5225,0.705,1.82
42,Borussia M.Gladbach,Hamburger SV,September 24 2014,Bundesliga,2014/2015,1,0,2.39,0.56,2014-09-24,8,17,6,2,6.0,2.0,4.0,1.0,5.0,0.0,5.0,0.0,2.0,5.0,2.0,2.0,1.7200000000000002,0.8075,2.895,0.9450000000000001,1.025,1.54,1.125,1.375
9662,Caen,Paris Saint Germain,September 24 2014,Ligue 1,2014/2015,0,2,0.94,2.15,2014-09-24,11,5,7,10,4.0,6.0,0.0,2.0,5.0,7.0,0.0,1.0,5.0,2.0,2.0,1.0,0.855,1.3,0.345,0.94,2.0225,0.45999999999999996,1.06,0.45999999999999996
12947,Cagliari,Torino,September 24 2014,Serie A,2014/2015,1,2,0.78,1.3,2014-09-24,19,20,1,1,,,,,,,,,,,,,,,,,,,,
6216,Eibar,Villarreal,September 24 2014,La liga,2014/2015,1,1,0.79,0.66,2014-09-24,9,8,6,7,6.0,7.0,3.0,4.0,4.0,6.0,1.0,2.0,3.0,3.0,1.0,0.0,0.6599999999999999,2.2824999999999998,0.43999999999999995,1.8199999999999998,1.0125000000000002,1.3275,0.825,0.385
9656,Evian Thonon Gaillard,Lens,September 24 2014,Ligue 1,2014/2015,2,1,0.97,0.86,2014-09-24,20,13,1,7,1.0,7.0,1.0,4.0,2.0,6.0,1.0,2.0,6.0,4.0,3.0,1.0,0.655,1.4225,0.77,1.065,0.7250000000000001,0.9825,0.7550000000000001,0.8
12943,Fiorentina,Sassuolo,September 24 2014,Serie A,2014/2015,0,0,1.05,0.16,2014-09-24,10,19,4,2,,,,,,,,,,,,,,,,,,,,
6220,Granada,Levante,September 24 2014,La liga,2014/2015,0,1,0.64,0.42,2014-09-24,8,20,8,1,8.0,1.0,4.0,1.0,4.0,0.0,2.0,0.0,2.0,10.0,1.0,3.0,0.53,0.37,0.485,0.345,0.7050000000000001,2.4775,0.505,1.5399999999999998
9657,Guingamp,Metz,September 24 2014,Ligue 1,2014/2015,0,1,0.74,0.33,2014-09-24,19,9,6,8,3.0,6.0,3.0,0.0,2.0,5.0,2.0,0.0,7.0,5.0,2.0,3.0,0.7075,1.3224999999999998,1.07,1.0150000000000001,1.1225,1.2449999999999999,0.5,1.19
43,Hannover 96,FC Cologne,September 24 2014,Bundesliga,2014/2015,1,0,0.41,0.7,2014-09-24,7,9,7,6,7.0,6.0,6.0,4.0,4.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,1.1300000000000001,0.6900000000000001,1.705,0.845,1.25,0.6825,0.97,0.525
44,Hertha Berlin,Wolfsburg,September 24 2014,Bundesliga,2014/2015,1,0,0.43,0.86,2014-09-24,16,12,2,5,2.0,5.0,1.0,1.0,7.0,8.0,3.0,2.0,11.0,6.0,5.0,3.0,1.1199999999999999,1.35,1.74,1.42,1.7399999999999998,1.4874999999999998,1.78,1.8649999999999998
12945,Inter,Atalanta,September 24 2014,Serie A,2014/2015,2,0,1.81,0.42,2014-09-24,6,9,5,4,,,,,,,,,,,,,,,,,,,,
12946,Juventus,Cesena,September 24 2014,Serie A,2014/2015,3,0,2.23,0.01,2014-09-24,2,11,9,4,,,,,,,,,,,,,,,,,,,,
9658,Lyon,Lorient,September 24 2014,Ligue 1,2014/2015,4,0,2.16,0.45,2014-09-24,13,11,7,7,4.0,3.0,3.0,0.0,4.0,4.0,2.0,0.0,5.0,4.0,2.0,3.0,1.3475000000000001,0.7525,1.35,0.36,1.4925,0.9275,1.375,1.135
6221,Malaga,Barcelona,September 24 2014,La liga,2014/2015,0,0,0.28,0.65,2014-09-24,11,1,5,12,5.0,12.0,4.0,6.0,3.0,11.0,1.0,6.0,5.0,0.0,0.0,0.0,0.9299999999999999,2.6674999999999995,1.07,3.4749999999999996,1.5574999999999999,0.44000000000000006,0.75,0.775
9659,Montpellier,Monaco,September 24 2014,Ligue 1,2014/2015,0,1,0.38,0.82,2014-09-24,8,15,10,7,7.0,7.0,6.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,0.0,2.0,0.8899999999999999,1.2349999999999999,1.54,0.88,0.9974999999999999,1.1675,0.95,2.19
12948,Napoli,Palermo,September 24 2014,Serie A,2014/2015,3,3,1.53,1.11,2014-09-24,15,18,3,2,,,,,,,,,,,,,,,,,,,,
9660,Nice,Lille,September 24 2014,Ligue 1,2014/2015,1,0,0.87,0.22,2014-09-24,16,5,7,12,3.0,8.0,3.0,4.0,3.0,5.0,2.0,2.0,9.0,1.0,3.0,1.0,0.6,0.8174999999999999,0.81,0.58,2.14,0.855,0.95,1.005
12949,Parma Calcio 1913,Roma,September 24 2014,Serie A,2014/2015,1,2,0.33,0.83,2014-09-24,17,2,3,9,,,,,,,,,,,,,,,,,,,,
6217,Rayo Vallecano,Athletic Club,September 24 2014,La liga,2014/2015,2,1,3.18,1.06,2014-09-24,19,16,2,3,2.0,3.0,1.0,0.0,6.0,3.0,2.0,0.0,9.0,4.0,3.0,3.0,1.3575000000000002,0.9874999999999998,0.8899999999999999,0.62,1.9375,1.0550000000000002,0.735,1.75
9661,SC Bastia,Nantes,September 24 2014,Ligue 1,2014/2015,0,0,0.33,1.66,2014-09-24,18,10,6,10,5.0,6.0,4.0,1.0,4.0,3.0,2.0,1.0,5.0,4.0,1.0,3.0,0.83,1.705,0.9199999999999999,0.8049999999999999,1.03,0.6275,0.505,1.3399999999999999
12950,Sampdoria,Chievo,September 24 2014,Serie A,2014/2015,2,1,1.78,0.27,2014-09-24,7,15,5,3,,,,,,,,,,,,,,,,,,,,
6219,Sevilla,Real Sociedad,September 24 2014,La liga,2014/2015,1,0,2.02,0.25,2014-09-24,4,13,10,4,10.0,4.0,4.0,1.0,8.0,7.0,3.0,2.0,3.0,7.0,1.0,3.0,1.8025,1.6750000000000003,1.605,1.1400000000000001,0.975,1.5599999999999998,1.025,1.6600000000000001
12944,Verona,Genoa,September 24 2014,Serie A,2014/2015,2,2,1.83,1.62,2014-09-24,6,9,7,4,,,,,,,,,,,,,,,,,,,,
6222,Espanyol,Getafe,September 25 2014,La liga,2014/2015,2,0,2.09,0.4,2014-09-25,19,18,2,3,2.0,3.0,1.0,0.0,5.0,2.0,3.0,1.0,8.0,8.0,4.0,5.0,1.3,0.63,1.855,0.485,1.1625,1.7025000000000001,0.905,1.98
12951,Lazio,Udinese,September 25 2014,Serie A,2014/2015,0,1,0.94,1.06,2014-09-25,14,7,3,6,,,,,,,,,,,,,,,,,,,,
9663,Saint-Etienne,Bordeaux,September 25 2014,Ligue 1,2014/2015,1,1,2.13,1.04,2014-09-25,4,3,13,13,7.0,7.0,4.0,3.0,2.0,7.0,1.0,4.0,5.0,5.0,0.0,3.0,0.9975,0.895,1.285,0.84,0.8475,0.98,0.45,1.26
6223,Valencia,Cordoba,September 25 2014,La liga,2014/2015,3,0,1.26,0.12,2014-09-25,4,20,10,2,10.0,2.0,6.0,1.0,10.0,3.0,6.0,1.0,2.0,7.0,1.0,3.0,1.78,0.5700000000000001,1.915,0.5700000000000001,0.905,1.2700000000000002,1.1099999999999999,0.825
6224,Elche,Celta Vigo,September 26 2014,La liga,2014/2015,0,1,0.4,2.04,2014-09-26,16,6,4,9,4.0,6.0,1.0,2.0,5.0,7.0,1.0,3.0,10.0,6.0,3.0,3.0,1.0075,1.4400000000000002,1.195,0.8600000000000001,1.755,1.2525000000000002,0.8300000000000001,1.335
45,Mainz 05,Hoffenheim,September 26 2014,Bundesliga,2014/2015,0,0,0.61,1.09,2014-09-26,6,5,9,9,8.0,6.0,4.0,4.0,7.0,7.0,2.0,3.0,3.0,5.0,0.0,1.0,1.3625,1.3575,0.99,1.225,1.4575,1.9825,1.33,1.92
2811,Arsenal,Tottenham,September 27 2014,EPL,2014/2015,1,1,1.26,0.67,2014-09-27,4,8,9,7,6.0,4.0,4.0,4.0,8.0,6.0,4.0,3.0,5.0,6.0,3.0,2.0,1.7925,1.3399999999999999,1.815,1.53,1.275,1.31,1.235,1.095
12953,Atalanta,Juventus,September 27 2014,Serie A,2014/2015,0,3,1.01,2.69,2014-09-27,11,1,4,12,4.0,12.0,1.0,6.0,2.0,7.0,0.0,2.0,4.0,0.0,1.0,0.0,0.7675,1.7875,1.015,1.905,1.645,0.2475,0.88,0.39
6228,Athletic Club,Eibar,September 27 2014,La liga,2014/2015,0,0,1.17,0.52,2014-09-27,18,9,3,7,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,1.0,2.0,0.9675,0.74,1.355,0.88,1.52,0.9325,0.36,1.2000000000000002
6227,Atletico Madrid,Sevilla,September 27 2014,La liga,2014/2015,4,0,2.71,0.18,2014-09-27,5,3,11,13,10.0,12.0,4.0,6.0,7.0,8.0,4.0,5.0,4.0,2.0,3.0,2.0,1.6500000000000001,2.015,1.9000000000000001,2.0,0.91,0.6,0.895,0.925
6226,Barcelona,Granada,September 27 2014,La liga,2014/2015,6,0,4.93,0.45,2014-09-27,2,9,13,8,10.0,5.0,6.0,4.0,8.0,2.0,5.0,2.0,0.0,2.0,0.0,1.0,2.4450000000000003,0.5525,1.86,0.575,0.48250000000000004,0.7150000000000001,0.10500000000000001,0.905
2807,Chelsea,Aston Villa,September 27 2014,EPL,2014/2015,3,0,3.14,0.23,2014-09-27,1,4,13,10,10.0,7.0,6.0,6.0,13.0,3.0,6.0,2.0,6.0,4.0,2.0,0.0,2.1624999999999996,0.625,2.8,0.8049999999999999,1.02,0.77,0.785,0.575
2808,Crystal Palace,Leicester,September 27 2014,EPL,2014/2015,2,0,2.11,0.45,2014-09-27,14,7,5,8,5.0,7.0,1.0,3.0,7.0,7.0,1.0,1.0,8.0,6.0,3.0,2.0,1.1725,1.125,0.7,0.575,1.7125,1.9224999999999999,1.295,1.8399999999999999
49,FC Cologne,Bayern Munich,September 27 2014,Bundesliga,2014/2015,0,2,0.82,3.47,2014-09-27,9,1,6,11,5.0,8.0,2.0,2.0,2.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.7350000000000001,1.8125,0.535,1.27,0.5575,0.555,0.8400000000000001,0.755
46,Freiburg,Bayer Leverkusen,September 27 2014,Bundesliga,2014/2015,0,0,0.72,1.18,2014-09-27,15,4,3,10,3.0,7.0,2.0,3.0,6.0,9.0,2.0,3.0,8.0,9.0,2.0,4.0,1.22,1.6949999999999998,1.085,0.885,1.0375,1.1425,0.305,1.02
2809,Hull,Manchester City,September 27 2014,EPL,2014/2015,2,4,1.12,1.79,2014-09-27,11,6,6,8,3.0,5.0,2.0,4.0,6.0,6.0,3.0,4.0,7.0,5.0,3.0,2.0,0.6125,1.3925,0.655,1.895,1.2075,1.075,1.135,1.525
6229,Levante,Rayo Vallecano,September 27 2014,La liga,2014/2015,0,2,0.64,1.39,2014-09-27,18,13,4,5,4.0,4.0,0.0,1.0,1.0,8.0,0.0,4.0,8.0,10.0,7.0,6.0,0.3875,2.0625,0.395,1.8250000000000002,1.885,1.9775,3.415,3.1399999999999997
9668,Lille,SC Bastia,September 27 2014,Ligue 1,2014/2015,1,0,0.67,0.46,2014-09-27,5,17,12,7,5.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,5.0,0.0,4.0,0.6775,0.625,1.14,0.74,0.9875,1.2675,0.6699999999999999,1.5550000000000002
2804,Liverpool,Everton,September 27 2014,EPL,2014/2015,1,1,1.53,0.48,2014-09-27,11,15,6,5,3.0,4.0,3.0,4.0,5.0,9.0,2.0,4.0,7.0,11.0,2.0,2.0,1.1875,1.5375,1.03,0.71,0.9400000000000001,1.4224999999999999,1.125,0.94
